BAG_huisnummer,BAG_huisletter,BAG_huisnummertoevoeging,BAG_postcode,BAG_openbareruimtenaam,BAG_woonplaatsnaam,Energielabel,Energielabels_Bouwjaar,full_address,longitude,latitude,building_polygon_wkt,busy_roads
16,E,,1072NK,Eerste Jan Steenstraat,Amsterdam,C,1982,"Eerste Jan Steenstraat 16 E, 1072NK, Amsterdam",4.88790475,52.35351320,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
16,D,,1072NK,Eerste Jan Steenstraat,Amsterdam,B,1982,"Eerste Jan Steenstraat 16 D, 1072NK, Amsterdam",4.88790475,52.35351320,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
16,C,,1072NK,Eerste Jan Steenstraat,Amsterdam,C,1982,"Eerste Jan Steenstraat 16 C, 1072NK, Amsterdam",4.88790475,52.35351320,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
16,B,,1072NK,Eerste Jan Steenstraat,Amsterdam,A,1982,"Eerste Jan Steenstraat 16 B, 1072NK, Amsterdam",4.88790475,52.35351320,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
16,A,,1072NK,Eerste Jan Steenstraat,Amsterdam,C,1982,"Eerste Jan Steenstraat 16 A, 1072NK, Amsterdam",4.88793410,52.35351332,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
15,,3,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1930,"Eerste Jan Steenstraat 15 3, 1072NA, Amsterdam",4.88779968,52.35371947,"MULTIPOLYGON (((4.8878084 52.3537644,4.8878402 52.3536882,4.8877752 52.353678,4.8877355 52.3537736,4.8877692 52.3537788,4.8877591 52.3538026,4.8877902 52.3538082,4.8878084 52.3537644)))",0
15,,2,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1893,"Eerste Jan Steenstraat 15 2, 1072NA, Amsterdam",4.88779968,52.35371947,"MULTIPOLYGON (((4.8878084 52.3537644,4.8878402 52.3536882,4.8877752 52.353678,4.8877355 52.3537736,4.8877692 52.3537788,4.8877591 52.3538026,4.8877902 52.3538082,4.8878084 52.3537644)))",0
15,,1,1072NA,Eerste Jan Steenstraat,Amsterdam,E,1893,"Eerste Jan Steenstraat 15 1, 1072NA, Amsterdam",4.88779968,52.35371947,"MULTIPOLYGON (((4.8878084 52.3537644,4.8878402 52.3536882,4.8877752 52.353678,4.8877355 52.3537736,4.8877692 52.3537788,4.8877591 52.3538026,4.8877902 52.3538082,4.8878084 52.3537644)))",0
14,E,,1072NK,Eerste Jan Steenstraat,Amsterdam,A,1982,"Eerste Jan Steenstraat 14 E, 1072NK, Amsterdam",4.88783126,52.35352188,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
14,D,,1072NK,Eerste Jan Steenstraat,Amsterdam,A,1982,"Eerste Jan Steenstraat 14 D, 1072NK, Amsterdam",4.88783126,52.35352188,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
14,C,,1072NK,Eerste Jan Steenstraat,Amsterdam,A,1982,"Eerste Jan Steenstraat 14 C, 1072NK, Amsterdam",4.88783126,52.35352188,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
14,B,,1072NK,Eerste Jan Steenstraat,Amsterdam,B,1982,"Eerste Jan Steenstraat 14 B, 1072NK, Amsterdam",4.88783126,52.35352188,"MULTIPOLYGON (((4.8886632 52.3536028,4.8887323 52.3534382,4.8885476 52.3534091,4.8885219 52.3534702,4.8886071 52.3534836,4.8885888 52.3535271,4.8878519 52.3534119,4.8877996 52.3535428,4.8879803 52.3535715,4.887979 52.3535744,4.8879807 52.3535762,4.8880049 52.3535797,4.8880076 52.3535786,4.8880089 52.3535755,4.8881672 52.3536005,4.8886183 52.3536708,4.8886259 52.3536537,4.8886519 52.353658,4.8886615 52.3536546,4.8886798 52.3536104,4.8886745 52.3536046,4.8886632 52.3536028)))",0
13,,3,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1930,"Eerste Jan Steenstraat 13 3, 1072NA, Amsterdam",4.88774107,52.35371024,"MULTIPOLYGON (((4.8877355 52.3537736,4.8877752 52.353678,4.8877103 52.3536678,4.8876605 52.353787,4.8876904 52.3537918,4.8877004 52.3537682,4.8877355 52.3537736)))",0
13,,2,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1893,"Eerste Jan Steenstraat 13 2, 1072NA, Amsterdam",4.88774107,52.35371024,"MULTIPOLYGON (((4.8877355 52.3537736,4.8877752 52.353678,4.8877103 52.3536678,4.8876605 52.353787,4.8876904 52.3537918,4.8877004 52.3537682,4.8877355 52.3537736)))",0
11,,3,1072NA,Eerste Jan Steenstraat,Amsterdam,C,1893,"Eerste Jan Steenstraat 11 3, 1072NA, Amsterdam",4.88768246,52.35370100,"MULTIPOLYGON (((4.8876605 52.353787,4.8877103 52.3536678,4.8876458 52.3536577,4.8876064 52.3537522,4.8876398 52.3537576,4.8876294 52.353782,4.8876605 52.353787)))",0
11,,2,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1930,"Eerste Jan Steenstraat 11 2, 1072NA, Amsterdam",4.88768246,52.35370100,"MULTIPOLYGON (((4.8876605 52.353787,4.8877103 52.3536678,4.8876458 52.3536577,4.8876064 52.3537522,4.8876398 52.3537576,4.8876294 52.353782,4.8876605 52.353787)))",0
9,,H,1072NA,Eerste Jan Steenstraat,Amsterdam,C,1893,"Eerste Jan Steenstraat 9 H, 1072NA, Amsterdam",4.88760948,52.35366474,"MULTIPOLYGON (((4.8876064 52.3537522,4.8876458 52.3536577,4.8875825 52.3536478,4.8875334 52.3537662,4.887564 52.3537712,4.887574 52.353747,4.8876064 52.3537522)))",0
7,,2,1072NA,Eerste Jan Steenstraat,Amsterdam,C,1893,"Eerste Jan Steenstraat 7 2, 1072NA, Amsterdam",4.88753589,52.35368241,"MULTIPOLYGON (((4.8875334 52.3537662,4.8875825 52.3536478,4.8875174 52.3536375,4.887478 52.3537314,4.8875129 52.353737,4.8875029 52.3537613,4.8875334 52.3537662)))",0
7,,H,1072NA,Eerste Jan Steenstraat,Amsterdam,C,1893,"Eerste Jan Steenstraat 7 H, 1072NA, Amsterdam",4.88753589,52.35368241,"MULTIPOLYGON (((4.8875334 52.3537662,4.8875825 52.3536478,4.8875174 52.3536375,4.887478 52.3537314,4.8875129 52.353737,4.8875029 52.3537613,4.8875334 52.3537662)))",0
5,,2,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1883,"Eerste Jan Steenstraat 5 2, 1072NA, Amsterdam",4.88747728,52.35367317,"MULTIPOLYGON (((4.887478 52.3537314,4.8875174 52.3536375,4.887453 52.3536274,4.8874169 52.3537154,4.8874179 52.3537156,4.8874154 52.3537214,4.887478 52.3537314)))",0
5,,H,1072NA,Eerste Jan Steenstraat,Amsterdam,B,1900,"Eerste Jan Steenstraat 5 H, 1072NA, Amsterdam",4.88747728,52.35367317,"MULTIPOLYGON (((4.887478 52.3537314,4.8875174 52.3536375,4.887453 52.3536274,4.8874169 52.3537154,4.8874179 52.3537156,4.8874154 52.3537214,4.887478 52.3537314)))",0
3,,3,1072NA,Eerste Jan Steenstraat,Amsterdam,D,1893,"Eerste Jan Steenstraat 3 3, 1072NA, Amsterdam",4.88741877,52.35365495,"MULTIPOLYGON (((4.8874169 52.3537154,4.887453 52.3536274,4.887388 52.3536172,4.8873666 52.3536701,4.887377 52.3536716,4.8873647 52.3537067,4.8874169 52.3537154)))",0
3,,1,1072NA,Eerste Jan Steenstraat,Amsterdam,E,1900,"Eerste Jan Steenstraat 3 1, 1072NA, Amsterdam",4.88741877,52.35365495,"MULTIPOLYGON (((4.8874169 52.3537154,4.887453 52.3536274,4.887388 52.3536172,4.8873666 52.3536701,4.887377 52.3536716,4.8873647 52.3537067,4.8874169 52.3537154)))",0
2,,2,1072NK,Eerste Jan Steenstraat,Amsterdam,A,1895,"Eerste Jan Steenstraat 2 2, 1072NK, Amsterdam",4.88734771,52.35344793,"MULTIPOLYGON (((4.8873728 52.3534766,4.8874186 52.3533718,4.8873809 52.3533656,4.8873736 52.3533824,4.8873439 52.353378,4.8873301 52.3533872,4.887325 52.3533993,4.8873182 52.3534164,4.8872987 52.3534657,4.8873728 52.3534766)))",0
2,,1,1072NK,Eerste Jan Steenstraat,Amsterdam,D,1895,"Eerste Jan Steenstraat 2 1, 1072NK, Amsterdam",4.88734771,52.35344793,"MULTIPOLYGON (((4.8873728 52.3534766,4.8874186 52.3533718,4.8873809 52.3533656,4.8873736 52.3533824,4.8873439 52.353378,4.8873301 52.3533872,4.887325 52.3533993,4.8873182 52.3534164,4.8872987 52.3534657,4.8873728 52.3534766)))",0
2,,,1072NK,Eerste Jan Steenstraat,Amsterdam,D,1930,"Eerste Jan Steenstraat 2, 1072NK, Amsterdam",4.88734771,52.35344793,"MULTIPOLYGON (((4.8873728 52.3534766,4.8874186 52.3533718,4.8873809 52.3533656,4.8873736 52.3533824,4.8873439 52.353378,4.8873301 52.3533872,4.887325 52.3533993,4.8873182 52.3534164,4.8872987 52.3534657,4.8873728 52.3534766)))",0
60,,H,1072BH,Eerste Jacob van Campenstraat,Amsterdam,A++,1879,"Eerste Jacob van Campenstraat 60 H, 1072BH, Amsterdam",4.89013737,52.35730643,,0
58,,3,1072BH,Eerste Jacob van Campenstraat,Amsterdam,F,1876,"Eerste Jacob van Campenstraat 58 3, 1072BH, Amsterdam",4.89003452,52.35731499,"MULTIPOLYGON (((4.8900843 52.3573414,4.8900685 52.3572374,4.8900655 52.3572371,4.8900317 52.3572331,4.8900344 52.3572494,4.8899787 52.3572527,4.8899932 52.3573475,4.8900844 52.3573423,4.8900843 52.3573414)))",0
58,,1,1072BH,Eerste Jacob van Campenstraat,Amsterdam,E,1876,"Eerste Jacob van Campenstraat 58 1, 1072BH, Amsterdam",4.89003452,52.35731499,"MULTIPOLYGON (((4.8900843 52.3573414,4.8900685 52.3572374,4.8900655 52.3572371,4.8900317 52.3572331,4.8900344 52.3572494,4.8899787 52.3572527,4.8899932 52.3573475,4.8900844 52.3573423,4.8900843 52.3573414)))",0
58,,H,1072BH,Eerste Jacob van Campenstraat,Amsterdam,G,1930,"Eerste Jacob van Campenstraat 58 H, 1072BH, Amsterdam",4.89003452,52.35731499,"MULTIPOLYGON (((4.8900843 52.3573414,4.8900685 52.3572374,4.8900655 52.3572371,4.8900317 52.3572331,4.8900344 52.3572494,4.8899787 52.3572527,4.8899932 52.3573475,4.8900844 52.3573423,4.8900843 52.3573414)))",0
57,,2,1072BD,Eerste Jacob van Campenstraat,Amsterdam,D,1930,"Eerste Jacob van Campenstraat 57 2, 1072BD, Amsterdam",4.89031140,52.35749591,"MULTIPOLYGON (((4.8903632 52.3575498,4.8903497 52.3574618,4.890262 52.3574668,4.8902778 52.3575702,4.890286 52.3576235,4.8903737 52.3576185,4.8903632 52.3575498)))",1
56,,2,1072BH,Eerste Jacob van Campenstraat,Amsterdam,B,1876,"Eerste Jacob van Campenstraat 56 2, 1072BH, Amsterdam",4.88993177,52.35731456,,0
55,,3,1072BD,Eerste Jacob van Campenstraat,Amsterdam,G,1879,"Eerste Jacob van Campenstraat 55 3, 1072BD, Amsterdam",4.89020865,52.35749548,"MULTIPOLYGON (((4.8902778 52.3575702,4.890262 52.3574668,4.8901743 52.3574717,4.8901901 52.3575752,4.8901986 52.3576307,4.8902315 52.3576288,4.8902237 52.3575778,4.8902201 52.3575735,4.8902778 52.3575702)))",1
55,,2,1072BD,Eerste Jacob van Campenstraat,Amsterdam,E,1879,"Eerste Jacob van Campenstraat 55 2, 1072BD, Amsterdam",4.89020865,52.35749548,"MULTIPOLYGON (((4.8902778 52.3575702,4.890262 52.3574668,4.8901743 52.3574717,4.8901901 52.3575752,4.8901986 52.3576307,4.8902315 52.3576288,4.8902237 52.3575778,4.8902201 52.3575735,4.8902778 52.3575702)))",1
55,,1,1072BD,Eerste Jacob van Campenstraat,Amsterdam,G,1897,"Eerste Jacob van Campenstraat 55 1, 1072BD, Amsterdam",4.89020865,52.35749548,"MULTIPOLYGON (((4.8902778 52.3575702,4.890262 52.3574668,4.8901743 52.3574717,4.8901901 52.3575752,4.8901986 52.3576307,4.8902315 52.3576288,4.8902237 52.3575778,4.8902201 52.3575735,4.8902778 52.3575702)))",1
55,,H,1072BD,Eerste Jacob van Campenstraat,Amsterdam,D,1879,"Eerste Jacob van Campenstraat 55 H, 1072BD, Amsterdam",4.89020865,52.35749548,"MULTIPOLYGON (((4.8902778 52.3575702,4.890262 52.3574668,4.8901743 52.3574717,4.8901901 52.3575752,4.8901986 52.3576307,4.8902315 52.3576288,4.8902237 52.3575778,4.8902201 52.3575735,4.8902778 52.3575702)))",1
54,,H,1072BH,Eerste Jacob van Campenstraat,Amsterdam,B,1876,"Eerste Jacob van Campenstraat 54 H, 1072BH, Amsterdam",4.88985827,52.35732324,"MULTIPOLYGON (((4.8899081 52.3573524,4.8898844 52.3571972,4.8898901 52.3571401,4.8896883 52.3571518,4.8897044 52.3572526,4.8897213 52.3573631,4.8899081 52.3573524)))",0
53,,3,1072BD,Eerste Jacob van Campenstraat,Amsterdam,A,1879,"Eerste Jacob van Campenstraat 53 3, 1072BD, Amsterdam",4.89012048,52.35750409,"MULTIPOLYGON (((4.8901901 52.3575752,4.8901743 52.3574717,4.8900866 52.3574767,4.8901086 52.3576205,4.8901393 52.3576188,4.8901331 52.3575785,4.8901901 52.3575752)))",1
53,,2,1072BD,Eerste Jacob van Campenstraat,Amsterdam,C,1879,"Eerste Jacob van Campenstraat 53 2, 1072BD, Amsterdam",4.89012048,52.35750409,"MULTIPOLYGON (((4.8901901 52.3575752,4.8901743 52.3574717,4.8900866 52.3574767,4.8901086 52.3576205,4.8901393 52.3576188,4.8901331 52.3575785,4.8901901 52.3575752)))",1
53,,1,1072BD,Eerste Jacob van Campenstraat,Amsterdam,A,1879,"Eerste Jacob van Campenstraat 53 1, 1072BD, Amsterdam",4.89012048,52.35750409,"MULTIPOLYGON (((4.8901901 52.3575752,4.8901743 52.3574717,4.8900866 52.3574767,4.8901086 52.3576205,4.8901393 52.3576188,4.8901331 52.3575785,4.8901901 52.3575752)))",1
53,,H,1072BD,Eerste Jacob van Campenstraat,Amsterdam,A,1879,"Eerste Jacob van Campenstraat 53 H, 1072BD, Amsterdam",4.89012048,52.35750409,"MULTIPOLYGON (((4.8901901 52.3575752,4.8901743 52.3574717,4.8900866 52.3574767,4.8901086 52.3576205,4.8901393 52.3576188,4.8901331 52.3575785,4.8901901 52.3575752)))",1
52,,2,1072BH,Eerste Jacob van Campenstraat,Amsterdam,C,1876,"Eerste Jacob van Campenstraat 52 2, 1072BH, Amsterdam",4.88977020,52.35732287,"MULTIPOLYGON (((4.8899081 52.3573524,4.8898844 52.3571972,4.8898901 52.3571401,4.8896883 52.3571518,4.8897044 52.3572526,4.8897213 52.3573631,4.8899081 52.3573524)))",0
51,,3,1072BD,Eerste Jacob van Campenstraat,Amsterdam,G,1879,"Eerste Jacob van Campenstraat 51 3, 1072BD, Amsterdam",4.89004708,52.35750379,,0
51,,2,1072BD,Eerste Jacob van Campenstraat,Amsterdam,A,1879,"Eerste Jacob van Campenstraat 51 2, 1072BD, Amsterdam",4.89004708,52.35750379,,0
51,,1,1072BD,Eerste Jacob van Campenstraat,Amsterdam,F,1879,"Eerste Jacob van Campenstraat 51 1, 1072BD, Amsterdam",4.89004708,52.35750379,,0
49,,3,1072BD,Eerste Jacob van Campenstraat,Amsterdam,G,1878,"Eerste Jacob van Campenstraat 49 3, 1072BD, Amsterdam",4.88994423,52.35751234,,1
49,,2,1072BD,Eerste Jacob van Campenstraat,Amsterdam,F,1878,"Eerste Jacob van Campenstraat 49 2, 1072BD, Amsterdam",4.88994423,52.35751234,,1
49,,1,1072BD,Eerste Jacob van Campenstraat,Amsterdam,F,1878,"Eerste Jacob van Campenstraat 49 1, 1072BD, Amsterdam",4.88994423,52.35751234,,1
48,,3,1072BG,Eerste Jacob van Campenstraat,Amsterdam,B,1874,"Eerste Jacob van Campenstraat 48 3, 1072BG, Amsterdam",4.88957918,52.35734004,"MULTIPOLYGON (((4.8896011 52.3571806,4.8895958 52.3571453,4.8895878 52.3571458,4.8895069 52.3571499,4.889512 52.3571835,4.889524 52.3572623,4.8895409 52.3573734,4.8896298 52.3573683,4.8896011 52.3571806)))",0
48,,1,1072BG,Eerste Jacob van Campenstraat,Amsterdam,B,1900,"Eerste Jacob van Campenstraat 48 1, 1072BG, Amsterdam",4.88957918,52.35734004,"MULTIPOLYGON (((4.8896011 52.3571806,4.8895958 52.3571453,4.8895878 52.3571458,4.8895069 52.3571499,4.889512 52.3571835,4.889524 52.3572623,4.8895409 52.3573734,4.8896298 52.3573683,4.8896011 52.3571806)))",0
47,,H,1072BD,Eerste Jacob van Campenstraat,Amsterdam,A,1878,"Eerste Jacob van Campenstraat 47 H, 1072BD, Amsterdam",4.88987074,52.35752102,,0
46,,3,1072BG,Eerste Jacob van Campenstraat,Amsterdam,C,1876,"Eerste Jacob van Campenstraat 46 3, 1072BG, Amsterdam",4.88950578,52.35733973,"MULTIPOLYGON (((4.8895409 52.3573734,4.889524 52.3572623,4.8894886 52.3572645,4.889483 52.3572283,4.8894323 52.3572312,4.8894548 52.3573783,4.8895409 52.3573734)))",0
46,,2,1072BG,Eerste Jacob van Campenstraat,Amsterdam,D,1930,"Eerste Jacob van Campenstraat 46 2, 1072BG, Amsterdam",4.88950578,52.35733973,"MULTIPOLYGON (((4.8895409 52.3573734,4.889524 52.3572623,4.8894886 52.3572645,4.889483 52.3572283,4.8894323 52.3572312,4.8894548 52.3573783,4.8895409 52.3573734)))",0
44,,3,1072BG,Eerste Jacob van Campenstraat,Amsterdam,E,1876,"Eerste Jacob van Campenstraat 44 3, 1072BG, Amsterdam",4.88941761,52.35734835,"MULTIPOLYGON (((4.8894548 52.3573783,4.8894323 52.3572312,4.8893816 52.3572341,4.8893872 52.3572706,4.8893498 52.3572728,4.8893666 52.3573834,4.8894548 52.3573783)))",0
44,,2,1072BG,Eerste Jacob van Campenstraat,Amsterdam,C,1876,"Eerste Jacob van Campenstraat 44 2, 1072BG, Amsterdam",4.88941761,52.35734835,"MULTIPOLYGON (((4.8894548 52.3573783,4.8894323 52.3572312,4.8893816 52.3572341,4.8893872 52.3572706,4.8893498 52.3572728,4.8893666 52.3573834,4.8894548 52.3573783)))",0
44,,1,1072BG,Eerste Jacob van Campenstraat,Amsterdam,C,1876,"Eerste Jacob van Campenstraat 44 1, 1072BG, Amsterdam",4.88941761,52.35734835,"MULTIPOLYGON (((4.8894548 52.3573783,4.8894323 52.3572312,4.8893816 52.3572341,4.8893872 52.3572706,4.8893498 52.3572728,4.8893666 52.3573834,4.8894548 52.3573783)))",0
44,,H,1072BG,Eerste Jacob van Campenstraat,Amsterdam,C,1900,"Eerste Jacob van Campenstraat 44 H, 1072BG, Amsterdam",4.88941761,52.35734835,"MULTIPOLYGON (((4.8894548 52.3573783,4.8894323 52.3572312,4.8893816 52.3572341,4.8893872 52.3572706,4.8893498 52.3572728,4.8893666 52.3573834,4.8894548 52.3573783)))",0
42,,3,1072BG,Eerste Jacob van Campenstraat,Amsterdam,F,1900,"Eerste Jacob van Campenstraat 42 3, 1072BG, Amsterdam",4.88931476,52.35735690,"MULTIPOLYGON (((4.8893666 52.3573834,4.8893498 52.3572728,4.889316 52.3572749,4.8893081 52.3572251,4.8892531 52.3572283,4.8892775 52.3573885,4.8893666 52.3573834)))",0
42,,2,1072BG,Eerste Jacob van Campenstraat,Amsterdam,B,1876,"Eerste Jacob van Campenstraat 42 2, 1072BG, Amsterdam",4.88931476,52.35735690,"MULTIPOLYGON (((4.8893666 52.3573834,4.8893498 52.3572728,4.889316 52.3572749,4.8893081 52.3572251,4.8892531 52.3572283,4.8892775 52.3573885,4.8893666 52.3573834)))",0
42,,1,1072BG,Eerste Jacob van Campenstraat,Amsterdam,B,1876,"Eerste Jacob van Campenstraat 42 1, 1072BG, Amsterdam",4.88931476,52.35735690,"MULTIPOLYGON (((4.8893666 52.3573834,4.8893498 52.3572728,4.889316 52.3572749,4.8893081 52.3572251,4.8892531 52.3572283,4.8892775 52.3573885,4.8893666 52.3573834)))",0
42,,H,1072BG,Eerste Jacob van Campenstraat,Amsterdam,E,1900,"Eerste Jacob van Campenstraat 42 H, 1072BG, Amsterdam",4.88931476,52.35735690,"MULTIPOLYGON (((4.8893666 52.3573834,4.8893498 52.3572728,4.889316 52.3572749,4.8893081 52.3572251,4.8892531 52.3572283,4.8892775 52.3573885,4.8893666 52.3573834)))",0
41,,H,1072BD,Eerste Jacob van Campenstraat,Amsterdam,A,1875,"Eerste Jacob van Campenstraat 41 H, 1072BD, Amsterdam",4.88967981,52.35752921,,0
40,,3,1072BG,Eerste Jacob van Campenstraat,Amsterdam,C,1876,"Eerste Jacob van Campenstraat 40 3, 1072BG, Amsterdam",4.88921201,52.35735647,,0
40,,2,1072BG,Eerste Jacob van Campenstraat,Amsterdam,B,1900,"Eerste Jacob van Campenstraat 40 2, 1072BG, Amsterdam",4.88921201,52.35735647,,0
40,,1,1072BG,Eerste Jacob van Campenstraat,Amsterdam,E,1876,"Eerste Jacob van Campenstraat 40 1, 1072BG, Amsterdam",4.88921201,52.35735647,,0
39,,1,1072BC,Eerste Jacob van Campenstraat,Amsterdam,C,1875,"Eerste Jacob van Campenstraat 39 1, 1072BC, Amsterdam",4.88959174,52.35752884,"MULTIPOLYGON (((4.889645 52.3576065,4.8896292 52.3575029,4.8895459 52.3575077,4.8895617 52.3576113,4.889645 52.3576065)))",0
38,,3,1072BG,Eerste Jacob van Campenstraat,Amsterdam,C,1930,"Eerste Jacob van Campenstraat 38 3, 1072BG, Amsterdam",4.88912384,52.35736509,,0
38,,2,1072BG,Eerste Jacob van Campenstraat,Amsterdam,A,1876,"Eerste Jacob van Campenstraat 38 2, 1072BG, Amsterdam",4.88912384,52.35736509,,0
37,,1,1072BC,Eerste Jacob van Campenstraat,Amsterdam,C,1875,"Eerste Jacob van Campenstraat 37 1, 1072BC, Amsterdam",4.88950357,52.35753745,"MULTIPOLYGON (((4.8895617 52.3576113,4.8895459 52.3575077,4.8894611 52.3575125,4.8894766 52.3576136,4.8894826 52.3576532,4.8895136 52.3576514,4.889508 52.3576143,4.8895617 52.3576113)))",0
36,,2,1072BG,Eerste Jacob van Campenstraat,Amsterdam,E,1930,"Eerste Jacob van Campenstraat 36 2, 1072BG, Amsterdam",4.88902108,52.35736466,"MULTIPOLYGON (((4.889058 52.3572957,4.8890559 52.3572823,4.8889501 52.3572883,4.88897 52.357406,4.8890739 52.3574001,4.889058 52.3572957)))",0
36,,H,1072BG,Eerste Jacob van Campenstraat,Amsterdam,E,1930,"Eerste Jacob van Campenstraat 36 H, 1072BG, Amsterdam",4.88902108,52.35736466,"MULTIPOLYGON (((4.889058 52.3572957,4.8890559 52.3572823,4.8889501 52.3572883,4.88897 52.357406,4.8890739 52.3574001,4.889058 52.3572957)))",0
33,,2,1072BC,Eerste Jacob van Campenstraat,Amsterdam,C,1930,"Eerste Jacob van Campenstraat 33 2, 1072BC, Amsterdam",4.88932722,52.35755469,"MULTIPOLYGON (((4.8893904 52.3576186,4.8893749 52.3575175,4.8892872 52.3575225,4.8893027 52.3576236,4.8893904 52.3576186)))",0
31,,3,1072BC,Eerste Jacob van Campenstraat,Amsterdam,C,1879,"Eerste Jacob van Campenstraat 31 3, 1072BC, Amsterdam",4.88925372,52.35756336,"MULTIPOLYGON (((4.8893147 52.3577025,4.8893082 52.35766,4.8893027 52.3576236,4.8892872 52.3575225,4.8891981 52.3575276,4.8892132 52.3576266,4.8892258 52.3577076,4.8892771 52.3577047,4.8893147 52.3577025)))",0
