BAG_huisnummer,BAG_huisletter,BAG_huisnummertoevoeging,BAG_postcode,BAG_openbareruimtenaam,BAG_woonplaatsnaam,Energielabel,Energielabels_Bouwjaar,full_address,longitude,latitude,building_polygon_wkt,busy_roads
3,,2,1095BK,Eerste Ceramstraat,Amsterdam,C,1913,"Eerste Ceramstraat 3 2, 1095BK, Amsterdam",4.94045591,52.36335802,"MULTIPOLYGON (((4.9405394 52.3633711,4.9404508 52.3633168,4.9403784 52.363361,4.9404476 52.3634034,4.9404543 52.3634076,4.9404746 52.3633952,4.940481 52.3633991,4.9405107 52.363381,4.9405169 52.3633848,4.9405394 52.3633711)))",0
3,,1,1095BK,Eerste Ceramstraat,Amsterdam,D,1930,"Eerste Ceramstraat 3 1, 1095BK, Amsterdam",4.94038206,52.36340268,"MULTIPOLYGON (((4.9403691 52.3634514,4.9404476 52.3634034,4.9403784 52.363361,4.9402949 52.3634122,4.940364 52.3634546,4.9403691 52.3634514)))",0
2,,3,1095BL,Eerste Ceramstraat,Amsterdam,D,1912,"Eerste Ceramstraat 2 3, 1095BL, Amsterdam",4.94007467,52.36331164,"MULTIPOLYGON (((4.9400725 52.3633565,4.9401805 52.3632907,4.9400953 52.36324,4.9400706 52.3632551,4.9400754 52.3632839,4.9400227 52.3633508,4.9400504 52.3633588,4.9400508 52.3633598,4.9400728 52.3633578,4.9400725 52.3633565)))",1
2,,2,1095BL,Eerste Ceramstraat,Amsterdam,E,1912,"Eerste Ceramstraat 2 2, 1095BL, Amsterdam",4.94007467,52.36331164,"MULTIPOLYGON (((4.9400725 52.3633565,4.9401805 52.3632907,4.9400953 52.36324,4.9400706 52.3632551,4.9400754 52.3632839,4.9400227 52.3633508,4.9400504 52.3633588,4.9400508 52.3633598,4.9400728 52.3633578,4.9400725 52.3633565)))",1
2,,1,1095BL,Eerste Ceramstraat,Amsterdam,D,1912,"Eerste Ceramstraat 2 1, 1095BL, Amsterdam",4.94007467,52.36331164,"MULTIPOLYGON (((4.9400725 52.3633565,4.9401805 52.3632907,4.9400953 52.36324,4.9400706 52.3632551,4.9400754 52.3632839,4.9400227 52.3633508,4.9400504 52.3633588,4.9400508 52.3633598,4.9400728 52.3633578,4.9400725 52.3633565)))",1
1,,3,1095BK,Eerste Ceramstraat,Amsterdam,D,1930,"Eerste Ceramstraat 1 3, 1095BK, Amsterdam",4.94038206,52.36340268,"MULTIPOLYGON (((4.9403691 52.3634514,4.9404476 52.3634034,4.9403784 52.363361,4.9402949 52.3634122,4.940364 52.3634546,4.9403691 52.3634514)))",0
1,,2,1095BK,Eerste Ceramstraat,Amsterdam,D,1930,"Eerste Ceramstraat 1 2, 1095BK, Amsterdam",4.94038206,52.36340268,"MULTIPOLYGON (((4.9403691 52.3634514,4.9404476 52.3634034,4.9403784 52.363361,4.9402949 52.3634122,4.940364 52.3634546,4.9403691 52.3634514)))",0
1,,1,1095BK,Eerste Ceramstraat,Amsterdam,D,1930,"Eerste Ceramstraat 1 1, 1095BK, Amsterdam",4.94038206,52.36340268,"MULTIPOLYGON (((4.9403691 52.3634514,4.9404476 52.3634034,4.9403784 52.363361,4.9402949 52.3634122,4.940364 52.3634546,4.9403691 52.3634514)))",0
64,,,1013MK,Eerste Breeuwersstraat,Amsterdam,F,1905,"Eerste Breeuwersstraat 64, 1013MK, Amsterdam",4.88409436,52.38665276,"MULTIPOLYGON (((4.884175 52.3866894,4.8841241 52.3866126,4.8840407 52.3866333,4.8840925 52.3867102,4.884175 52.3866894)))",1
62,,,1013MK,Eerste Breeuwersstraat,Amsterdam,A,1905,"Eerste Breeuwersstraat 62, 1013MK, Amsterdam",4.88409436,52.38665276,"MULTIPOLYGON (((4.884175 52.3866894,4.8841241 52.3866126,4.8840407 52.3866333,4.8840925 52.3867102,4.884175 52.3866894)))",1
60,,,1013MK,Eerste Breeuwersstraat,Amsterdam,A+,1905,"Eerste Breeuwersstraat 60, 1013MK, Amsterdam",4.88409436,52.38665276,"MULTIPOLYGON (((4.884175 52.3866894,4.8841241 52.3866126,4.8840407 52.3866333,4.8840925 52.3867102,4.884175 52.3866894)))",1
58,,,1013MK,Eerste Breeuwersstraat,Amsterdam,A+,1905,"Eerste Breeuwersstraat 58, 1013MK, Amsterdam",4.88409436,52.38665276,"MULTIPOLYGON (((4.884175 52.3866894,4.8841241 52.3866126,4.8840407 52.3866333,4.8840925 52.3867102,4.884175 52.3866894)))",1
56,,,1013MK,Eerste Breeuwersstraat,Amsterdam,B,1905,"Eerste Breeuwersstraat 56, 1013MK, Amsterdam",4.88416800,52.38663510,"MULTIPOLYGON (((4.8842575 52.3866686,4.8842094 52.386597,4.8842107 52.3865966,4.8842076 52.3865919,4.8841241 52.3866126,4.884175 52.3866894,4.8842575 52.3866686)))",1
54,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1905,"Eerste Breeuwersstraat 54, 1013MK, Amsterdam",4.88416800,52.38663510,"MULTIPOLYGON (((4.8842575 52.3866686,4.8842094 52.386597,4.8842107 52.3865966,4.8842076 52.3865919,4.8841241 52.3866126,4.884175 52.3866894,4.8842575 52.3866686)))",1
52,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1905,"Eerste Breeuwersstraat 52, 1013MK, Amsterdam",4.88416800,52.38663510,"MULTIPOLYGON (((4.8842575 52.3866686,4.8842094 52.386597,4.8842107 52.3865966,4.8842076 52.3865919,4.8841241 52.3866126,4.884175 52.3866894,4.8842575 52.3866686)))",1
46,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 46, 1013MK, Amsterdam",4.88487528,52.38644037,"MULTIPOLYGON (((4.8850094 52.3865198,4.8850017 52.3864532,4.8849855 52.3864539,4.8849839 52.3864401,4.8849638 52.3864294,4.8848842 52.3864328,4.8848731 52.3864339,4.8848659 52.3864354,4.884859 52.3864373,4.8848527 52.3864398,4.8848468 52.3864427,4.8848416 52.386446,4.884837 52.3864497,4.8848333 52.3864537,4.8848304 52.3864579,4.8848283 52.3864624,4.8848271 52.3864669,4.8848269 52.3864716,4.8848275 52.3864762,4.8848291 52.3864807,4.8848316 52.386485,4.8848768 52.3865514,4.8849904 52.3865225,4.8850094 52.3865198)))",1
44,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 44, 1013MK, Amsterdam",4.88494862,52.38644967,"MULTIPOLYGON (((4.8850094 52.3865198,4.8850017 52.3864532,4.8849855 52.3864539,4.8849839 52.3864401,4.8849638 52.3864294,4.8848842 52.3864328,4.8848731 52.3864339,4.8848659 52.3864354,4.884859 52.3864373,4.8848527 52.3864398,4.8848468 52.3864427,4.8848416 52.386446,4.884837 52.3864497,4.8848333 52.3864537,4.8848304 52.3864579,4.8848283 52.3864624,4.8848271 52.3864669,4.8848269 52.3864716,4.8848275 52.3864762,4.8848291 52.3864807,4.8848316 52.386485,4.8848768 52.3865514,4.8849904 52.3865225,4.8850094 52.3865198)))",1
42,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 42, 1013MK, Amsterdam",4.88494862,52.38644967,"MULTIPOLYGON (((4.8850094 52.3865198,4.8850017 52.3864532,4.8849855 52.3864539,4.8849839 52.3864401,4.8849638 52.3864294,4.8848842 52.3864328,4.8848731 52.3864339,4.8848659 52.3864354,4.884859 52.3864373,4.8848527 52.3864398,4.8848468 52.3864427,4.8848416 52.386446,4.884837 52.3864497,4.8848333 52.3864537,4.8848304 52.3864579,4.8848283 52.3864624,4.8848271 52.3864669,4.8848269 52.3864716,4.8848275 52.3864762,4.8848291 52.3864807,4.8848316 52.386485,4.8848768 52.3865514,4.8849904 52.3865225,4.8850094 52.3865198)))",1
40,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 40, 1013MK, Amsterdam",4.88509530,52.38646827,"MULTIPOLYGON (((4.8851989 52.3865224,4.8851871 52.3864198,4.8849638 52.3864294,4.8849839 52.3864401,4.8849855 52.3864539,4.8850017 52.3864532,4.8850094 52.3865198,4.8850109 52.3865305,4.8850888 52.3865272,4.8850876 52.3865164,4.885089 52.3865163,4.885092 52.3865181,4.8850974 52.38652,4.8851015 52.3865206,4.8851085 52.3865203,4.885112 52.3865196,4.8851152 52.3865184,4.885118 52.3865168,4.8851202 52.386515,4.8851217 52.3865149,4.8851277 52.386567,4.8851422 52.3865747,4.8851638 52.3865738,4.8851603 52.3865432,4.8851555 52.3865434,4.8851533 52.3865244,4.8851989 52.3865224)))",1
38,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 38, 1013MK, Amsterdam",4.88508061,52.38646820,"MULTIPOLYGON (((4.8851989 52.3865224,4.8851871 52.3864198,4.8849638 52.3864294,4.8849839 52.3864401,4.8849855 52.3864539,4.8850017 52.3864532,4.8850094 52.3865198,4.8850109 52.3865305,4.8850888 52.3865272,4.8850876 52.3865164,4.885089 52.3865163,4.885092 52.3865181,4.8850974 52.38652,4.8851015 52.3865206,4.8851085 52.3865203,4.885112 52.3865196,4.8851152 52.3865184,4.885118 52.3865168,4.8851202 52.386515,4.8851217 52.3865149,4.8851277 52.386567,4.8851422 52.3865747,4.8851638 52.3865738,4.8851603 52.3865432,4.8851555 52.3865434,4.8851533 52.3865244,4.8851989 52.3865224)))",1
36,,,1013MK,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 36, 1013MK, Amsterdam",4.88506633,52.38643219,"MULTIPOLYGON (((4.8851989 52.3865224,4.8851871 52.3864198,4.8849638 52.3864294,4.8849839 52.3864401,4.8849855 52.3864539,4.8850017 52.3864532,4.8850094 52.3865198,4.8850109 52.3865305,4.8850888 52.3865272,4.8850876 52.3865164,4.885089 52.3865163,4.885092 52.3865181,4.8850974 52.38652,4.8851015 52.3865206,4.8851085 52.3865203,4.885112 52.3865196,4.8851152 52.3865184,4.885118 52.3865168,4.8851202 52.386515,4.8851217 52.3865149,4.8851277 52.386567,4.8851422 52.3865747,4.8851638 52.3865738,4.8851603 52.3865432,4.8851555 52.3865434,4.8851533 52.3865244,4.8851989 52.3865224)))",1
34,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 34, 1013MK, Amsterdam",4.88515416,52.38645953,"MULTIPOLYGON (((4.8851989 52.3865224,4.8851871 52.3864198,4.8849638 52.3864294,4.8849839 52.3864401,4.8849855 52.3864539,4.8850017 52.3864532,4.8850094 52.3865198,4.8850109 52.3865305,4.8850888 52.3865272,4.8850876 52.3865164,4.885089 52.3865163,4.885092 52.3865181,4.8850974 52.38652,4.8851015 52.3865206,4.8851085 52.3865203,4.885112 52.3865196,4.8851152 52.3865184,4.885118 52.3865168,4.8851202 52.386515,4.8851217 52.3865149,4.8851277 52.386567,4.8851422 52.3865747,4.8851638 52.3865738,4.8851603 52.3865432,4.8851555 52.3865434,4.8851533 52.3865244,4.8851989 52.3865224)))",1
32,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 32, 1013MK, Amsterdam",4.88513977,52.38643250,"MULTIPOLYGON (((4.8851989 52.3865224,4.8851871 52.3864198,4.8849638 52.3864294,4.8849839 52.3864401,4.8849855 52.3864539,4.8850017 52.3864532,4.8850094 52.3865198,4.8850109 52.3865305,4.8850888 52.3865272,4.8850876 52.3865164,4.885089 52.3865163,4.885092 52.3865181,4.8850974 52.38652,4.8851015 52.3865206,4.8851085 52.3865203,4.885112 52.3865196,4.8851152 52.3865184,4.885118 52.3865168,4.8851202 52.386515,4.8851217 52.3865149,4.8851277 52.386567,4.8851422 52.3865747,4.8851638 52.3865738,4.8851603 52.3865432,4.8851555 52.3865434,4.8851533 52.3865244,4.8851989 52.3865224)))",1
30,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 30, 1013MK, Amsterdam",4.88516915,52.38643263,"MULTIPOLYGON (((4.8851989 52.3865224,4.8851871 52.3864198,4.8849638 52.3864294,4.8849839 52.3864401,4.8849855 52.3864539,4.8850017 52.3864532,4.8850094 52.3865198,4.8850109 52.3865305,4.8850888 52.3865272,4.8850876 52.3865164,4.885089 52.3865163,4.885092 52.3865181,4.8850974 52.38652,4.8851015 52.3865206,4.8851085 52.3865203,4.885112 52.3865196,4.8851152 52.3865184,4.885118 52.3865168,4.8851202 52.386515,4.8851217 52.3865149,4.8851277 52.386567,4.8851422 52.3865747,4.8851638 52.3865738,4.8851603 52.3865432,4.8851555 52.3865434,4.8851533 52.3865244,4.8851989 52.3865224)))",1
28,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 28, 1013MK, Amsterdam",4.88521332,52.38642383,"MULTIPOLYGON (((4.8853833 52.3865014,4.8853729 52.3864118,4.8851871 52.3864198,4.8851989 52.3865224,4.8852747 52.3865192,4.8852735 52.3865084,4.8852751 52.3865084,4.8852798 52.3865109,4.8852857 52.3865124,4.8852878 52.3865126,4.8852948 52.3865123,4.8853005 52.3865107,4.885305 52.3865081,4.8853061 52.386507,4.8853076 52.3865069,4.8853088 52.3865177,4.8853375 52.3865165,4.8853515 52.3865239,4.8853833 52.3865014)))",1
26,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 26, 1013MK, Amsterdam",4.88534541,52.38643337,"MULTIPOLYGON (((4.8853833 52.3865014,4.8853729 52.3864118,4.8851871 52.3864198,4.8851989 52.3865224,4.8852747 52.3865192,4.8852735 52.3865084,4.8852751 52.3865084,4.8852798 52.3865109,4.8852857 52.3865124,4.8852878 52.3865126,4.8852948 52.3865123,4.8853005 52.3865107,4.885305 52.3865081,4.8853061 52.386507,4.8853076 52.3865069,4.8853088 52.3865177,4.8853375 52.3865165,4.8853515 52.3865239,4.8853833 52.3865014)))",1
24,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 24, 1013MK, Amsterdam",4.88533062,52.38644230,"MULTIPOLYGON (((4.8853833 52.3865014,4.8853729 52.3864118,4.8851871 52.3864198,4.8851989 52.3865224,4.8852747 52.3865192,4.8852735 52.3865084,4.8852751 52.3865084,4.8852798 52.3865109,4.8852857 52.3865124,4.8852878 52.3865126,4.8852948 52.3865123,4.8853005 52.3865107,4.885305 52.3865081,4.8853061 52.386507,4.8853076 52.3865069,4.8853088 52.3865177,4.8853375 52.3865165,4.8853515 52.3865239,4.8853833 52.3865014)))",1
22,,,1013MK,Eerste Breeuwersstraat,Amsterdam,C,1985,"Eerste Breeuwersstraat 22, 1013MK, Amsterdam",4.88531614,52.38642426,"MULTIPOLYGON (((4.8853833 52.3865014,4.8853729 52.3864118,4.8851871 52.3864198,4.8851989 52.3865224,4.8852747 52.3865192,4.8852735 52.3865084,4.8852751 52.3865084,4.8852798 52.3865109,4.8852857 52.3865124,4.8852878 52.3865126,4.8852948 52.3865123,4.8853005 52.3865107,4.885305 52.3865081,4.8853061 52.386507,4.8853076 52.3865069,4.8853088 52.3865177,4.8853375 52.3865165,4.8853515 52.3865239,4.8853833 52.3865014)))",1
20,,,1013MK,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 20, 1013MK, Amsterdam",4.88536020,52.38642445,"MULTIPOLYGON (((4.8853833 52.3865014,4.8853729 52.3864118,4.8851871 52.3864198,4.8851989 52.3865224,4.8852747 52.3865192,4.8852735 52.3865084,4.8852751 52.3865084,4.8852798 52.3865109,4.8852857 52.3865124,4.8852878 52.3865126,4.8852948 52.3865123,4.8853005 52.3865107,4.885305 52.3865081,4.8853061 52.386507,4.8853076 52.3865069,4.8853088 52.3865177,4.8853375 52.3865165,4.8853515 52.3865239,4.8853833 52.3865014)))",1
18,,,1013MK,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 18, 1013MK, Amsterdam",4.88543364,52.38642476,"MULTIPOLYGON (((4.8855299 52.3864951,4.8855211 52.3864197,4.8854964 52.3864065,4.8853729 52.3864118,4.8853833 52.3865014,4.8855299 52.3864951)))",0
16,,,1013MK,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 16, 1013MK, Amsterdam",4.88543334,52.38645172,"MULTIPOLYGON (((4.8855299 52.3864951,4.8855211 52.3864197,4.8854964 52.3864065,4.8853729 52.3864118,4.8853833 52.3865014,4.8855299 52.3864951)))",0
14,,,1013MK,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 14, 1013MK, Amsterdam",4.88543303,52.38647868,"MULTIPOLYGON (((4.8855299 52.3864951,4.8855211 52.3864197,4.8854964 52.3864065,4.8853729 52.3864118,4.8853833 52.3865014,4.8855299 52.3864951)))",0
13,,,1013MK,Eerste Breeuwersstraat,Amsterdam,D,1846,"Eerste Breeuwersstraat 13, 1013MK, Amsterdam",4.88433294,52.38633920,,0
12,,,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 12, 1013MA, Amsterdam",4.88543293,52.38648767,"MULTIPOLYGON (((4.8855299 52.3864951,4.8855211 52.3864197,4.8854964 52.3864065,4.8853729 52.3864118,4.8853833 52.3865014,4.8855299 52.3864951)))",0
10,,,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 10, 1013MA, Amsterdam",4.88540427,52.38642464,"MULTIPOLYGON (((4.8855299 52.3864951,4.8855211 52.3864197,4.8854964 52.3864065,4.8853729 52.3864118,4.8853833 52.3865014,4.8855299 52.3864951)))",0
9,,3,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1898,"Eerste Breeuwersstraat 9 3, 1013MA, Amsterdam",4.88505317,52.38629732,"MULTIPOLYGON (((4.8850993 52.3863347,4.8850924 52.3862719,4.8850132 52.3862751,4.8850201 52.3863378,4.8850993 52.3863347)))",1
9,,2,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1898,"Eerste Breeuwersstraat 9 2, 1013MA, Amsterdam",4.88505317,52.38629732,"MULTIPOLYGON (((4.8850993 52.3863347,4.8850924 52.3862719,4.8850132 52.3862751,4.8850201 52.3863378,4.8850993 52.3863347)))",1
9,,1,1013MA,Eerste Breeuwersstraat,Amsterdam,D,1898,"Eerste Breeuwersstraat 9 1, 1013MA, Amsterdam",4.88505317,52.38629732,"MULTIPOLYGON (((4.8850993 52.3863347,4.8850924 52.3862719,4.8850132 52.3862751,4.8850201 52.3863378,4.8850993 52.3863347)))",1
8,,,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1985,"Eerste Breeuwersstraat 8, 1013MA, Amsterdam",4.88540406,52.38644261,"MULTIPOLYGON (((4.8855299 52.3864951,4.8855211 52.3864197,4.8854964 52.3864065,4.8853729 52.3864118,4.8853833 52.3865014,4.8855299 52.3864951)))",0
7,,3,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1898,"Eerste Breeuwersstraat 7 3, 1013MA, Amsterdam",4.88512651,52.38630662,"MULTIPOLYGON (((4.8851792 52.3863314,4.8851723 52.3862686,4.8850924 52.3862719,4.8850993 52.3863347,4.8851792 52.3863314)))",1
7,,2,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1898,"Eerste Breeuwersstraat 7 2, 1013MA, Amsterdam",4.88512651,52.38630662,"MULTIPOLYGON (((4.8851792 52.3863314,4.8851723 52.3862686,4.8850924 52.3862719,4.8850993 52.3863347,4.8851792 52.3863314)))",1
3,,2,1013MA,Eerste Breeuwersstraat,Amsterdam,B,1898,"Eerste Breeuwersstraat 3 2, 1013MA, Amsterdam",4.88528818,52.38629832,"MULTIPOLYGON (((4.8853388 52.3863248,4.8853319 52.386262,4.8852514 52.3862654,4.8852583 52.3863281,4.8853388 52.3863248)))",0
3,,1,1013MA,Eerste Breeuwersstraat,Amsterdam,D,1898,"Eerste Breeuwersstraat 3 1, 1013MA, Amsterdam",4.88536162,52.38629863,"MULTIPOLYGON (((4.8854163 52.3863217,4.8854091 52.3862589,4.8853319 52.386262,4.8853388 52.3863248,4.8854163 52.3863217)))",0
3,,H,1013MA,Eerste Breeuwersstraat,Amsterdam,D,1898,"Eerste Breeuwersstraat 3 H, 1013MA, Amsterdam",4.88528818,52.38629832,"MULTIPOLYGON (((4.8853388 52.3863248,4.8853319 52.386262,4.8852514 52.3862654,4.8852583 52.3863281,4.8853388 52.3863248)))",0
1,,3,1013MA,Eerste Breeuwersstraat,Amsterdam,C,1898,"Eerste Breeuwersstraat 1 3, 1013MA, Amsterdam",4.88536162,52.38629863,"MULTIPOLYGON (((4.8854163 52.3863217,4.8854091 52.3862589,4.8853319 52.386262,4.8853388 52.3863248,4.8854163 52.3863217)))",0
1,,2,1013MA,Eerste Breeuwersstraat,Amsterdam,D,1898,"Eerste Breeuwersstraat 1 2, 1013MA, Amsterdam",4.88536162,52.38629863,"MULTIPOLYGON (((4.8854163 52.3863217,4.8854091 52.3862589,4.8853319 52.386262,4.8853388 52.3863248,4.8854163 52.3863217)))",0
1,,1,1013MA,Eerste Breeuwersstraat,Amsterdam,C,1898,"Eerste Breeuwersstraat 1 1, 1013MA, Amsterdam",4.88536162,52.38629863,"MULTIPOLYGON (((4.8854163 52.3863217,4.8854091 52.3862589,4.8853319 52.386262,4.8853388 52.3863248,4.8854163 52.3863217)))",0
1,,H,1013MA,Eerste Breeuwersstraat,Amsterdam,G,1898,"Eerste Breeuwersstraat 1 H, 1013MA, Amsterdam",4.88536162,52.38629863,"MULTIPOLYGON (((4.8854163 52.3863217,4.8854091 52.3862589,4.8853319 52.386262,4.8853388 52.3863248,4.8854163 52.3863217)))",0
10,,1,1015NC,Eerste Boomdwarsstraat,Amsterdam,F,1930,"Eerste Boomdwarsstraat 10 1, 1015NC, Amsterdam",4.88453002,52.37932065,"MULTIPOLYGON (((4.8845554 52.3793539,4.8845745 52.3793079,4.8844975 52.3792941,4.8843535 52.3792686,4.884334 52.3793074,4.8843474 52.3793099,4.8843466 52.3793116,4.8843789 52.3793175,4.8843878 52.379299,4.8844376 52.379309,4.8844284 52.3793311,4.8845554 52.3793539)))",0
8,,3,1015NC,Eerste Boomdwarsstraat,Amsterdam,G,1905,"Eerste Boomdwarsstraat 8 3, 1015NC, Amsterdam",4.88450003,52.37937445,"MULTIPOLYGON (((4.8845395 52.3793919,4.8845554 52.3793539,4.8844284 52.3793311,4.8844106 52.3793279,4.8843924 52.3793662,4.8844225 52.3793709,4.8845395 52.3793919)))",0
8,,2,1015NC,Eerste Boomdwarsstraat,Amsterdam,D,1905,"Eerste Boomdwarsstraat 8 2, 1015NC, Amsterdam",4.88450003,52.37937445,"MULTIPOLYGON (((4.8845395 52.3793919,4.8845554 52.3793539,4.8844284 52.3793311,4.8844106 52.3793279,4.8843924 52.3793662,4.8844225 52.3793709,4.8845395 52.3793919)))",0
8,,1,1015NC,Eerste Boomdwarsstraat,Amsterdam,E,1880,"Eerste Boomdwarsstraat 8 1, 1015NC, Amsterdam",4.88450003,52.37937445,"MULTIPOLYGON (((4.8845395 52.3793919,4.8845554 52.3793539,4.8844284 52.3793311,4.8844106 52.3793279,4.8843924 52.3793662,4.8844225 52.3793709,4.8845395 52.3793919)))",0
6,D,,1015NC,Eerste Boomdwarsstraat,Amsterdam,C,1985,"Eerste Boomdwarsstraat 6 D, 1015NC, Amsterdam",4.88449963,52.37941040,"MULTIPOLYGON (((4.8845103 52.3794619,4.8845395 52.3793919,4.8844225 52.3793709,4.8844109 52.3793987,4.8843764 52.3793996,4.8843724 52.3794078,4.8843744 52.3794081,4.8843612 52.3794351,4.8845103 52.3794619)))",0
6,B,,1015NC,Eerste Boomdwarsstraat,Amsterdam,B,1984,"Eerste Boomdwarsstraat 6 B, 1015NC, Amsterdam",4.88449963,52.37941040,"MULTIPOLYGON (((4.8845103 52.3794619,4.8845395 52.3793919,4.8844225 52.3793709,4.8844109 52.3793987,4.8843764 52.3793996,4.8843724 52.3794078,4.8843744 52.3794081,4.8843612 52.3794351,4.8845103 52.3794619)))",0
2,,,1015NC,Eerste Boomdwarsstraat,Amsterdam,D,1900,"Eerste Boomdwarsstraat 2, 1015NC, Amsterdam",4.88445475,52.37948211,"MULTIPOLYGON (((4.8844983 52.3794907,4.8845103 52.3794619,4.8843612 52.3794351,4.8843439 52.3794703,4.8844953 52.3794979,4.8844983 52.3794907)))",0
26,,2,1091SC,Eerste Boerhaavestraat,Amsterdam,B,1901,"Eerste Boerhaavestraat 26 2, 1091SC, Amsterdam",4.90784611,52.35816140,"MULTIPOLYGON (((4.9078604 52.3582073,4.9079052 52.3581214,4.9078796 52.358116,4.9078805 52.3581144,4.907836 52.3581053,4.9077907 52.3581931,4.9078604 52.3582073)))",0
24,,H,1091SC,Eerste Boerhaavestraat,Amsterdam,C,1930,"Eerste Boerhaavestraat 24 H, 1091SC, Amsterdam",4.90775813,52.35815206,"MULTIPOLYGON (((4.9077907 52.3581931,4.907836 52.3581053,4.907793 52.3580965,4.9077918 52.358098,4.9077655 52.3580926,4.907721 52.3581789,4.9077907 52.3581931)))",0
22,,2,1091SC,Eerste Boerhaavestraat,Amsterdam,D,1930,"Eerste Boerhaavestraat 22 2, 1091SC, Amsterdam",4.90768493,52.35813378,"MULTIPOLYGON (((4.907721 52.3581789,4.9077655 52.3580926,4.907741 52.3580876,4.9077696 52.3580335,4.9077234 52.3580247,4.9077224 52.3580267,4.9076512 52.3581647,4.907721 52.3581789)))",0
22,,H,1091SC,Eerste Boerhaavestraat,Amsterdam,D,1930,"Eerste Boerhaavestraat 22 H, 1091SC, Amsterdam",4.90768493,52.35813378,"MULTIPOLYGON (((4.907721 52.3581789,4.9077655 52.3580926,4.907741 52.3580876,4.9077696 52.3580335,4.9077234 52.3580247,4.9077224 52.3580267,4.9076512 52.3581647,4.907721 52.3581789)))",0
18,,2,1091SB,Eerste Boerhaavestraat,Amsterdam,E,1880,"Eerste Boerhaavestraat 18 2, 1091SB, Amsterdam",4.90734819,52.35805153,"MULTIPOLYGON (((4.9073781 52.3581006,4.9074196 52.3580213,4.9073878 52.3580148,4.9074023 52.3579882,4.9073649 52.3579805,4.9073033 52.3580931,4.9073632 52.3581054,4.9073741 52.3581079,4.9073781 52.3581006)))",0
16,,H,1091SB,Eerste Boerhaavestraat,Amsterdam,D,1880,"Eerste Boerhaavestraat 16 H, 1091SB, Amsterdam",4.90727489,52.35804225,"MULTIPOLYGON (((4.9073033 52.3580931,4.9073649 52.3579805,4.9073274 52.3579728,4.9073129 52.3579994,4.9072793 52.3579926,4.9072323 52.3580786,4.9073033 52.3580931)))",0
14,,2,1091SB,Eerste Boerhaavestraat,Amsterdam,A,1880,"Eerste Boerhaavestraat 14 2, 1091SB, Amsterdam",4.90721627,52.35803302,"MULTIPOLYGON (((4.9072323 52.3580786,4.9072793 52.3579926,4.9072654 52.3579897,4.9072945 52.3579363,4.9072656 52.3579303,4.9072509 52.3579572,4.9072227 52.3579514,4.9071612 52.358064,4.9072323 52.3580786)))",0
